id,description,offenseType,address,nearestIntersection,references,arrested
1HEXSF1Eh7WbxBWQQCzWvVDrXFLYLpp5NV,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Elder Abuse / Neglect,235 Birchwood Junction,Packers,,true
1LSgyTc2atCEdxzeH4pGxaYCaoJ3AUvzAt,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Noise Complaint,7920 Chinook Trail,Service,,true
1A8wERqN9Pt6opkouV3rJ3Kw795cpP3kEY,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Public Peace Offense,4 Jana Point,Main,,true
1PFdaEq5HPLccKJ2JvDxfFnwp4MrTNMmdm,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Burglary,3 Lakewood Gardens Crossing,2nd,,true
15Z7B5SHbbujp4nBiQiLVqnxyJnwawP7ab,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Elder Abuse / Neglect,75918 Rutledge Crossing,Swallow,,true
1HCyr4qth5oTgfb3XW76cgjMRjFY3Z1T3A,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Civil Issue,6 Old Gate Road,Arapahoe,,true
1KY2Qv7jyivNCHo5UmoxC5ABCvikZiEmRE,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Parole Violation,74148 Melrose Trail,Bowman,,false
1LgHktfU7TZLbNw9DMPDcbmGQ6CJ3WQwFa,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Disorderly Conduct,90777 8th Place,Bayside,,true
1M9dM5vCAxNT3LGwdnaTpWq1fFwqC4LyP6,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Elder Abuse / Neglect,376 Bonner Hill,Charing Cross,,false
176p5YQsZAMpVM34RkhPh4Qi7qM3iqR45L,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Public Peace Offense,27 Ronald Regan Street,Cascade,,true
1Lhi8aqpkXS69rRuYhqoAfcZ7Geixu2mj9,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Missing Person,7610 Birchwood Center,Maryland,,true
1AT2i9ExV8PACPe3fu2zUkMHch5hDecSoL,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Robbery,8 Green Junction,Elgar,,true
1EuVKDGR22eGCHvLgibL46bYZ56biD1pNp,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Criminal Mischief,19409 Dryden Hill,Bobwhite,,false
1P2TutYYyynHBiqpoZ7PNwjxfpJHTwHaEa,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Dog Bite,342 Crownhardt Alley,Goodland,,true
1PxBwVa5nmBczPPnZGEFJMaxXc4yX5aHT,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Prostitution,35689 Crowley Junction,Pine View,,false
1AQtzi83i6HFXVFxhd7ZuFuNobdm3a26TN,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Computer Crimes,3838 Oneill Trail,Magdeline,,true
1NFzftTpwYcA6pt9uzrDXRmDuz5PDGroDj,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Child Sexual Images,76 Crescent Oaks Court,Burrows,,false
18JQyoQfXHG1JRu99mAwLsYuAEqnaawP3L,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Underage Drinking Party,804 Crescent Oaks Trail,Hoard,,false
12nG8MwF1PAoHDopWd3UmYmWbSpAaXdWuN,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Covid-19,605 Summit Point,Ludington,,true
16EmrkQ5gc6xVtWHmpeRB63eQqkTB2wkXe,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Prostitution,979 Maple Wood Terrace,Novick,,false
1L6xcR82jsNpqZFDeFJkzbjvVy82SDVMze,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Suspicious Activity,66 Cambridge Street,Dorton,,true
152SUTP9US1hnhE78kuU7FrHp2VHQLXPoK,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Forgery,87001 Autumn Leaf Drive,Kinsman,,true
1PV9t3H7Zdh4bfKzGzAkau53W6z96NYmKf,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Homicide,812 Springview Alley,Twin Pines,,true
1zoUJNTL9WC1eeibXURCVmTuRcfuYWfWt,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Police Information,8 Delaware Park,Redwing,,false
12MkPwaRKE2iUcr4kCTqVMashZeXMRHLG4,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Dog Bite,5 Butternut Place,Summer Ridge,,true
1HA8KwDAqeda2NDV7NNHc2UEWZBaftofiZ,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Wanted Person,0 Luster Parkway,Crescent Oaks,,false
1DBdiLzsmPZJjZTm2DaRLJhGKoHfv9yePD,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Sexual Assault,41 Sloan Point,Dorton,,true
1A4DkgesHCMvqbPVSg9M2Revo7rUdBTZVN,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Robbery,06814 Moulton Pass,Schmedeman,,false
18grLZZm8p19QLQSdSFweXHSWUCqw65xwe,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Noise Complaint,10 Hintze Plaza,Kensington,,false
1KWPJHp8sU7y4MVfQTpEZghF2wUWcw8e4E,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Elder Abuse / Neglect,813 Chinook Avenue,Hoard,,true
1Nxhiq9xYbSct5bws2eUCm2V12Zgm3od4e,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Weapons,3265 Stone Corner Drive,Clemons,,true
1QFhpCSbCnakN39QohNMUFWoD64pDW9Bb7,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Parole Violation,53 Sutteridge Drive,Hintze,,false
1D9rL3AkTERTufYZdDvdcPaNwxsSENb93t,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Police Information,48 Lillian Parkway,Anniversary,,true
1CCGhcApniPUW1ZuqfjKbNqk6tLXJNeQB2,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Child Sexual Images,00198 Northland Place,Scott,,true
16JqPyjccF2QTxNbN7KDgsacJ9yuEtAw3y,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Suspicious Activity,2 Redwing Trail,Moose,,false
1FWUusg4pahhYdi5oYozUFsZNdcsBgKcp8,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Public Peace Offense,90229 Lukken Junction,Myrtle,,false
1Q3JTGrM9B6VAGwKAvRnfArSy1sBbTLkqd,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Wanted Person,81 Hansons Lane,Florence,,true
14pidaz9PsjCy2dmAMCh3DUC2haV6GWHGU,Fusce consequat. Nulla nisl. Nunc nisl.,Disorderly Conduct,7 Darwin Terrace,Amoth,,false
14pZgRvdiBfiAYrDrG1hGcjDpFnTtMNhJ6,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Robbery,5249 Calypso Way,Grover,,true
132NJBvPaHxjLrtuccdvJUneSuDn1M63Ev,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Public Peace Offense,995 Aberg Street,Schmedeman,,true
1GnkBJ81Ep984p19osGTE7Awx4FX6RrP1g,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Underage Drinking Party,6932 Oak Parkway,Nova,,false
17qoLnSX1GjyqBQg1uxvKHCcoKSUpfkQQ3,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Criminal Mischief,1 Hanover Way,Gulseth,,false
12hwjUhfvhBMWWw3DkcCwC6LvT8Z5JgCoJ,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Underage Drinking Party,625 Scofield Way,Clyde Gallagher,,false
1Fhr2j8h42LLMTZpr3NpS1gVfB3NeyA3Ji,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Vehicle Theft,990 Forest Terrace,Crescent Oaks,,false
1M49VVxQv5cpbUv51PyP3qQdBN5nJ3kL1N,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Criminal Mischief,83616 Mallard Street,Ronald Regan,,true
126AhsjmQ5ow7s223dj7gSAw5btTzPMkCK,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Arson,4085 Surrey Lane,Oxford,,true
1PJR3bLBxWbG8txHz6k1Fg3WTWQJ326qjr,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Indecent Exposure,965 Mockingbird Avenue,Merry,,true
1NCfybpF2chEJwCmTCYrDuX57CTh6jMxpm,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Parole Violation,9681 Hovde Street,Mcbride,,true
1GdkVcGQv1B8xQWwuivJiTG5ZsZxbviZBW,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Computer Crimes,317 Knutson Alley,Portage,,true
17EVBg3qa7iueAZ7FaWQdSahtSDxBUK68R,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Arson,01 Springs Point,Schmedeman,,true
1ESXrckXCZx3e3o1hTGySQfU5s4LPELT6u,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Noise Complaint,2502 6th Trail,Cardinal,,true
1DTKkxqX8FJozYVBVa3NtMKMAWhrQsd9qh,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",Missing Person,57 Declaration Point,Amoth,,false
1Pc85JVgPCnCGiFBmaVuN1h4GEK9eTGexC,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Child Abuse/Neglect,86 Schurz Circle,New Castle,,false
12i5SJwMxYGhxFHGkmjXk9rw9GVTfJHJ87,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Criminal Mischief,4052 Nevada Pass,Park Meadow,,false
15b6SwthUzFaiaA9GxMmW7yHt8FeU3hMdy,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Burglary,18 Lukken Pass,Delladonna,,true
1MNv3bKyGPXtzfuQRjfhx6HVwaZrt8iEqU,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Child Sexual Images,0505 Old Gate Plaza,Continental,,false
13dE6VdbMAQYMKzHmApaN9szPfoKu4UZch,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Sexual Assault,24507 Melvin Terrace,Lake View,,true
17UrcjmGLChTt7FSWiaj2MLRixKkJ2jfmz,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Motor Vehicle Offenses,68828 Dapin Circle,Nobel,,false
17BsG4cMGj3VSYLttP56qiyPGSxm2vSsY1,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Burglary,74518 Marquette Pass,Loeprich,,true
18aZrTarv1Pywr14yfviC2EH7FyvKMxkbJ,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Covid-19,387 Waywood Plaza,Waywood,,false
1GxZDmHmLzVbhqjdKfUXJd3Yq4Bt7KbXHy,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Arson,7 Crownhardt Center,Old Shore,,false
1KrKdPYEPwrEzWnhSzNFL6BCnfdh6PvF6K,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Missing Person,4 Colorado Crossing,Carberry,,false
1L7VQ2Rag7gstLPGTJjRbDMS34a6Nnzuec,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Disorderly Conduct,4861 Rusk Plaza,Melrose,,false
1JFLizrZo6QQcbtE8UK9NKT5GhZBssWuWw,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Missing Person,9 Hayes Street,Linden,,false
1FNr3oqhqsdQfF9XgzJ7W2qovaWGbWBYfJ,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Parole Violation,466 Cherokee Way,Colorado,,true
1KGNkVDL3T7rRBcQmv2C2kK1quZBiLyj1c,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Covid-19,5970 Pennsylvania Plaza,Melody,,false
1A7mtZqrwF1NX5r88hkYuQ2hvNtxKKPMGv,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Parole Violation,7 Pennsylvania Drive,Spaight,,true
1HKyb7hgHNtJo2aT8RQcysQMZiptPxihkM,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Dog Bite,2650 Fairview Alley,Independence,,false
1MbMCCR9gbLRUfmSKR2VZjkkwy8i23ZVtU,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Arson,7046 Randy Avenue,Judy,,false
19h86xzMz2JjTrPtSdsy5eeSoQzQc1Ft4n,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Dog Bite,947 Coolidge Court,Carey,,false
17Y9WgJSif8TBzRuRTCrBxsFCpN9PzhbMh,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Missing Person,9007 Susan Center,Macpherson,,true
13YWJvkQLDpf9vYACcyexg1ywVZbkA1MrR,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Criminal Trespass,4 Dennis Plaza,Redwing,,false
16gDBcxccUMS4HL2ZAw6Q8EUYPNSFcttor,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Missing Person,28 Pierstorff Lane,Claremont,,false
1ANTEpkWPsWikDUzDP4usxdYdYRsNj5hWc,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Noise Complaint,208 Loftsgordon Alley,Schurz,,false
15kwW8ncDHG6zER8io3R3TiW35eS1GQLVf,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Civil Issue,1649 Almo Plaza,Mesta,,true
15TzfJ6SSbUXh2cd6j3MBrNcCvH8jxD3Tw,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Burglary,08529 Forster Street,Bowman,,false
1Fc24p8PFQFAvbD7YvpdbroWTK9fo2DM3s,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Suspicious Activity,8470 Waxwing Point,Linden,,false
12k9u2CaAhMSHE2qYpC3iS74QHyLnk76Lb,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Underage Drinking Party,58 Golf Course Terrace,Dexter,,false
18wEF9dZZMz2xqGyxqyfttZuXEFk5RysG5,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Arson,47 Weeping Birch Road,Homewood,,false
1DHQidAom4U9r6ioGgddpyztSywQftqxrX,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Child Abuse/Neglect,88846 Fisk Street,Sauthoff,,false
1LqLtFmbaY9RnLA4jGajMi49D4sdSevZV3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Civil Issue,7 Lindbergh Street,Mendota,,false
